codigo;nombre
Px-2118;Hormigon Talcahuano 8 Hrs. 
Px-2119;hormigones solo visuales
PX-212;VERIFICACION EFECTO ADITIVO RHEOBUILD-1000. COMPARACION ANTIGUO  v/s NUEVO.
Px-2120;Hiperplastificantes GRACE 
Px-2121;SALFA ANTOFAGASTA
Px-2122;Aridos Machali vs Coya     
Px-2123;Las Garzas Termomuro 3010   
Px-2124;SHOTCRETE PELAMBRES       
Px-2125;Continua CD TMLUC Santiago-Pudahuel
Px-2126;Termomuro Temuco 
Px-2127;Fluidia Calama
Px-2128;Performance áridos Valdivia   
Px-2129;Comparacion Gravilla Cachapoal  v/s PSB    
PX-213;ESTUDIO HORMIGON BLANCO COLOR – CASA TAGLE
Px-2130;Comparacion Cementos BSA-BBARI-M-EXTRA EN FLEXOTRACCION    
Px-2131;Comparación áridos IV Región
Px-2132;Punto de inflexión de la resistencia respecto a T4 
Px-2133;HF 5.0 MPa a 3 días de edad 
Px-2134;Codelco Chuqui  
Px-2135;Comparación áridos Arica v/s Arenex      
Px-2136;Comparación Aridos IV Región
Px-2137;12 HORAS TALCAHUANO     
Px-2138;Acelerante Sikarapid 
Px-2139;H600 Antofagasta  
PX-214;HORMIGON COLOR FRUTILLAR. PLANTAS P.MONTT Y OSORNO.
Px-2140;Permeabilidad Segun Tamaño maximo del Arido y Tipo de H   
Px-2141;Solucion Dual SIKA Prototipo
Px-2142;Comparación Kryton-Xypex-Penetron
Px-2143;Estudio Permeabilidad Nacional
Px-2144;Hormigon Liviano 
Px-2145;Comparación gravilla planta Osorno
Px-2146;Termo Muro V Region
Px-2147;Ajuste de Agua en Obra ETF Metro
Px-2148;AGUA RECUPERADA reciclada - lodos
Px-2149;Fluidas Distintos Aditivos.
Px-215;INICIO Y TERMINO DE FRAGUADO 100RI v/s VZ-020
Px-2150;Comparacion Esperanza v/s Bekal
Px-2151;Comparacion Aridos Antofagasta
Px-2152;Hormigones La Florida
Px-2153;Shotcrete Codelco Chuqui
Px-2154;PERMEABILIDAD PRODUCTOS TENIENTE
Px-2155;Aridos Domeyco (Alternativo Cabo Leone)
Px-2156;Fluidia VE 2013
Px-2157;Palmetas
Px-2158;Comparacion aridos Lastra v/s Caliche
Px-2159;Aditivo Stabilizer Sika
Px-216;ADITIVOS RHEOBUILD 3000FC Y 100RI , HORMIGON PATRON 2 , CEMENTO MELON ESPECIAL
Px-2160;Hormigones Muelle Constitución
Px-2161;FLUIDIA USO MELON ESPECIAL - BLAINE 5000
Px-2162;Cabo Leones (Aridos H.Verdugo)
Px-2163;Flexo Balmaceda
Px-2164;Prueba de Fluidia Loa Andes
Px-2165;Estudio Pellets
Px-2166;San Pedro (Enako prueba de Madurez)
Px-2167;Expo
Px-2168;Mantención 2 horas Danny
Px-2169;Estudio HP Planta  EP4
Px-217;HORMIGONES PARA SLATS, PLANTA SAN ANTONIO, TIEMPO DE VIAJE 2 hrs , EMPLEO DE ACELERANTE
Px-2170;COMPARACIÓN CORDOVA V/S TRES ESQUINAS
Px-2171;COMPARACION ARIDOS RM - Benchmarking
Px-2172;Osorno 10mm
Px-2173;Fluidia Puerto Montt
Px-2174;Estudio Polvo de Roca
Px-2175;Aditivo MX-1390 RM Seguimiento
Px-2176;Problema de desmolde temprano - Planta Florida
Px-2177;CONTINUA PLANTA NESTLE SAN FERNANDO
Px-2178;Fluidia 20mm San Gabriel
Px-2179;Comparacion Aridos Arica
Px-218;SENSIBILIDAD DOSIS DE ADITIVO REDUCTOR (VZ-020, 100RI, HE-91), CEMENTO PREMIX
Px-2180;Comparacion MF Aridos San Antonio
Px-2181;ARAUCO PROYECTO MAPA CELULOSA
Px-2182;Comparacion Aridos ANTOFAGASTA
Px-2183;MX 1390 vs HP700 Desmolde Temprano RM
Px-2184;Termomuro Valdivia
Px-2185;Planta Volumetrica
Px-2186;Fluidia alternativo para RM
Px-2187;COMPARACION ADITIVOS IMPERMEABILIZADORES EN ALTA DOSIS DE CEMENTO YURA
Px-2188;Comparacion MF Aridos San Antonio
Px-2189;Termomuro Osorno
Px-219;RELLENO FLUIDO CON ACELERANTE AC-4000 DE QUIMICA SGM
Px-2190;Altas Dosis de MX - 1390 R.M.
Px-2191;Aditivos Plastificante Alternativos
Px-2192;Revisión HB4009020 F R8-100
Px-2193;Efecto Temperatura en Descenso de Cono
Px-2194;Termomuro Talcahuano
Px-2195;Revision Hormigones Fluido 13 mm
Px-2196;Cabo Leones II - Ocaranza
Px-2197;Continúa Cecinas PF Renca
Px-2198;Aditivos Alternativos para HB4009020F R8 100
Px-2199;Proyecto Chao Fisuras
Px-220;HORMIGON CON AIRE INCORPORADO PARA MAQUINA DE SOLERAS HN30.0(80)20/03 A  (CEMENTO PREMIX – R200 – HOSTACRETE)
Px-2200;TENIENTE MAS-ERRAZURIZ
Px-2201;Fibra de Celulosa Ultra Fiber 500
Px-2202;Ihibidores Retraccion - chao fisuras
Px-2203;Anmakal  Antofagasta
Px-2204;Efecto Agual Libre En Preparacion De Cono
Px-2205;Comparacion Aditivos Plastificantes - Metodo HV-2017
Px-2206;Estudio Etonis-850 - Efecto en Flexotraccion y Compresion
Px-2207;Estudio Flexotraccion - Uso Stabileizer
Px-2208;FLUIDIA OC3513
Px-2209;Proyecto Mejillones - Revisión Aridos
Px-221;COMPARACION HORMIGONES PLANTA ESPEJO CON DISTINTOS ARIDOS: MEGA-SAN. BERNARDO LADO SUR – BUIN – STA. GLORIA –ARI2
Px-2210;Gravilla Los Andes Anómala
Px-2211;COMPARACION ARIDOS IQUIQUE
Px-2212;Sensibilidad Aditivos Alternativos
Px-2213;Proyecto Bahia Sarco
Px-2214;Control Resistencia Temprana SACYR.
Px-2215;Mantención cono - Dragados
Px-2216;Arena Rubia vs Las Garzas
Px-2217;Pigmento Color Negro 340 Bayferrox
Px-2218;TENIENTE ZUBLIN
Px-2219;PSB vs VESPUCIO ORIENTE
Px-222;EFECTO MICROSILICA EN HORMIGONES CON TIEMPO DE VIAJE LARGO
Px-2220;Fluidia VE 4013
Px-2221;COMPARACION ARIDOS LOS ANDES CORDOVA V/S ARRAYANES
Px-2222;Impacto del % de T4 en la resistencia a la flexotracción.
Px-2223;Comparación Fibras Sacyr
Px-2224;Solución Hormigones en época de verano.
Px-2225;Comparacion Aridos Con Con
Px-2226;Pilotes San Gabriel - San Jose de Maipo
Px-2227;Aridos Lengas v/s Besalco
Px-2228;TERMOMURO RANCAGUA
Px-2229;Desmolde a temprana edad
Px-223;SENSIBILIDAD DOSIS ADITIVO RECOVER DE GRACE  - PERDIDA DE CONO – TIEMPO DE FRAGUADO – PRUEBAS TERRENO – + ADITIVOS
Px-2230;Optimización Fluidias
Px-2231;Evaluación MX-1600
Px-2232;PUNTA SIERRA
Px-2233;Fluidia Los Andes
Px-2234;COMPARACIÓN ARENAS VALLENAR
Px-2235;EVALUCIÓN DE LA EFECTIVIDAD DE ADITIVOS BASE
Px-2236;EVALUACIÓN DEL DESEMPEÑO DE ARENAS RM - STG
Px-2237;CONTINUA LOGISFASHION PLANTA MAIPU
Px-2238;Sensibilidad Aditivos para Melon Especial R90 Dias
Px-2239;FLUIDO 252023
Px-224;COMPARACION ADITIVOS VZ-020, R-200, CM1, HE-91 Y ADICEM: MA-36, EM-19 Y LF-11
Px-2240;Uso de Escoria de Cobre Chagres.
Px-2241;Comparacion ARIDOS Puerto Montt
Px-2242;Evaluación asentamiento cemento Extra y Plus
Px-2243;Evaluación Aditivos Base.
Px-2244;Fluidia 3D Las Garzas.
Px-2245;Alta Dosis De Aditivo Plastificante Con Cemento Melon Extra
Px-2246;CONTINUA CD FALABELLA
Px-2247;Pruebas U. Santa María
Px-2248;Hormigón Dovelas  San Gabriel
Px-2249;MR2509010F - 03
Px-225;HORMIGON COLOREADO – TERCER PUENTE BIO-BIO 
Px-2250;COMPARACION ARIDOS TEMUCO
Px-2251;HB350902010 CN
Px-2252;TERMOMURO 3010
Px-2253;EVALUACIÓN DE MANTENCIÓN Y RESISTENCIA TEMPRANA R1
Px-2254;Reemplazo Las Garzas por L. Morales
Px-2255;Alternativa Aridos Los Andes - Esteril Ñilhue
Px-2256;HN 35.0(90)20/04 5A NJ
Px-2257;Benchmarking Semestral Aditivos.
Px-2258; Flexo Aridos Puerto Montt
Px-2259;HP Puerto Montt.
Px-226;RELLENO FLUIDO CON ADITIVO AIREANTE - ACELERANTE DE QUIMICA SGM
Px-2260;Asentamiento Extra y Plus - Espejo 133
Px-2261;Hormigón Parque Eólico Punta Sierra
Px-2262;DT HIDRO HB200901323
Px-2263;Mortero Fluido Puerto Montt
Px-2264;Uso de Fly Ash Ventanas (Aes Gener).
Px-2265;Comparación Aguas libres EP 1 y 2 VS EP 3
Px-2266;Maquina fisuración.
Px-2267;ART C 2502012 B300 H (PIGMENTO BLANCO)
Px-2268;EVALUACION DISEÑOS RDC EN RESISTENCIA 
Px-2269;HB4009020F R8 100
Px-227;HORMIGON GR35.0(90)20/14-08 CONFECCIONADO EN VIÑA DEL MAR
Px-2270;Curvas Diseño Hormigones con Grava v/s Gravilla
Px-2271;Covflex Con Con.
Px-2272;HB300(90)20/10 edad temprana cemento plus - mx1390 mx1600 polyheed 935
Px-2273;HP Castro
Px-2274;ARMAS COPIAPO
Px-2275;HS3509010F C2 CN P1
Px-2276;PSB vs VESPUCIO ORIENTE
Px-2277;CONTINUA TALCA
Px-2278;FLUIDIA VE 3013
Px-2279;PSB vs SERVITERRA
Px-228;HORMIGON CON AIRE INCORPORADO
Px-2280;SH3009010F 02 Rancagua
Px-2281;CONTINUA C.D. BLUE EXPRESS
Px-2282;COMPARACION ARIDOS ANCUD
Px-2283;CONTINUA C.D. QUILICURA
Px-2284;Pigmentos liquidos Solomon Colors
Px-2285;Verificacion Continua  Talca y  Maipu
Px-2286;Aridos Las Garzas con reemplazo
Px-2287;Perlado con Incorporacion de aire
Px-2288;Mortero Icoin
Px-2289;Estudio Gcp
Px-229;HORMIGONES ARIDOS VALDIVIA : SOCOVESA-VALDICOR-MONTORY
Px-2290;COMPARACIÓN ÁRIDOS COYHAIQUE
Px-2291;Canto Rodado Puerto Montt
Px-2292;Comparacion ARIDOS Puerto Montt
Px-2293;Fluido 301323+04 SSP
Px-2294;Comparacion Gravilla    ARENEX-PSB
Px-2295;Fluido Tensacom R1=40 Mpa
Px-2296;HORMIGÓN FLEXO TRACCIÓN CALAMA
Px-2297;FLUIDIA VE 3013 (Aridos de Talca)
Px-2298;LOSAMIX AALM
Px-2299;Resistencia temprana 16 horas 
Px-230;RELLENO DE DENSIDAD CONTROLADA RDC LOS PELAMBRES
Px-2300;FLUIDIA OSORNO
Px-2301;SH3509010F 3D6535 23
Px-2302;FLUIDIA VE 3013 COLLAHUASI
Px-2303;Efecto del tiempo de Mezclado
Px-2304;Comparación Áridos Alternativos RM -Arenex : Domo Labadía Incoferric
Px-2305;EVALUACIÓN DISEÑO GB450
Px-2306;FLUIDIA CON CEMENTO YURA
Px-2307;Fluidia con Fibra Estructural  Barchip 54
Px-2308;GRAVILLA PSB v/s GRAVILLA PETREOS
Px-2309;HN300904006 FIBRA UMIX 2KG
Px-231;HORMIGON FLUIDO PARA PILOTES – CON Y SIN SUPERPLASTIFICANTE
Px-2310;GB500 LAS GARZAS
Px-2311;FLUIDIA 3013 CFA
Px-2312;COMPARACIÓN ÁRIDOS SAN FERNANDO
Px-2313;HORMIGÓN COLOR NUEVOS PIGMENTOS
Px-2314;CONTINUA CD EMASA
Px-2315;HORMIGON CON PIGMENTO AZUL
Px-2316;HORMIGON CON TIEMPO DE MEZCLADO-CON RECORTE DE AGUA
Px-2317;HORMIGON CAMION DOSIFICADOR
Px-2318;EVALUACION INHIBIDOR DE CORROSION
Px-2319;Hormigon Tiempo De Viaje Con Z-60
Px-232;MORTERO CON SUPERPLASTIFICANTE
Px-2320;ESTUDIO TENIENTE-GARDILCIC
Px-2321;CONTINUA CCU RENCA
Px-2322;EVALUACIÓN DISEÑOS FLUIDOS CONO 18.0 cm
Px-2323;HORMIGÓN CON ÁRIDOS RECICLADO
Px-2324;MEZCLA CEMENTOS PLUS Y MELÓN ESPECIAL
Px-2325;Comparación Aguas Libres RM
Px-2326;Impacto Del Árido Seco V/S Árido Humedo.
Px-2327;ESTUDIO DE ADITIVOS CON CEMENTO YURA - INAR 
Px-2328;ESTUDIO ÁRIDOS VILLARRICA
Px-2329;Comparación Arenas Catalan V/S Transex.
Px-233;EFECTO DEL ADITIVO EXPANSOR INTRAPLAST EN LA RESISTENCIA MECANICA DEL HORMIGON
Px-2330;Aditivo Optimo para Cemento Melón Extra Puerto Montt
Px-2331;FLUIDO 301318 DE COLOR
Px-2332;HORMIGÓN FLEXO AEROPUERTO A.M.B.
Px-2333;HORMIGONES ÁRIDOS STA. ROSA V/S ACONCAGUA
Px-2334;HORMIGONES MUY ALTA RESISTENCIA
Px-2335;HORMIGONES PERLADO LAS GARZAS
Px-2336;HORMIGONES DE RANCAGUA
Px-2337;FLUIDO 6 HRS VALDIVIA
Px-2338;ADITIVOS MC-BAUCHEMIE BAUTEK : MURAPLAST FK 150 - 151 -152 - 153
Px-2339;Fluido 402023
Px-234;EFECTO DEL ADITIVO IMPERMEABILIZANTE SIKA 1 EN LA RESISTENCIA MECANICA DEL HORMIGON
Px-2340;COMPARACIÓN ÁRIDOS TALCAHUANO
Px-2341;TERMOMURO TALCA
Px-2342;EVALUACION ALTA RESISTENCIA HN400-R3 / GLENIUM
Px-2343;CONTINUA C.D. DIMAR
Px-2344;EVALUACION DOSIS FLUIDO G 251320+04 SSP
Px-2345;RECON ZERO EVO
Px-2346;COMPARACIÓN DE CEMENTO COYHAIQUE
Px-2347;HOSPITAL QUILLOTA
Px-2348;PERFORMANCE PSB-ARENEX
Px-2349;OPTIMIZACIÓN H. PERLADO-CON INCORPORACIÓN DE AIRE
Px-235;HORMIGONES CON ARIDOS ESPECIALES MEGARIDOS
Px-2350;ESTUDIO HN100804005 GRANULOMETRÍA Y T4 - Hormigón pobre
Px-2351;SENSIBILIDAD DE ADITIVOS PARA CEMENTO BIO BIO
Px-2352;Optimización Fluidia 20mm
Px-2353;Aridos alternativos Fluidia Los Andes
Px-2354;Rdc-1 Color Iquique
Px-2355;Evaluacion Geocelda Fluido
Px-2356;ESTUDIO CEMENTO TRANSEX
Px-2357;RECON ZERO EVO PARTE 2
Px-2358;PRUEBA LOS ANDES MX-1600
Px-2359;CONCERA
Px-236;HORMIGONES TIPO RDC CONFECCIONADOS EN PELAMBRES
Px-2360;VARIACIÓN DOSIS DE ADITIVOS CEMENTOS BIO BIO
Px-2361;AGUAS ANDINA BALMACEDA
Px-2362;H70 PRUEBA UC
Px-2363;PERFORMANCE DE ÁRIDOS A NIVEL NACIONAL
Px-2364;ESTUDIO HF - VIAMIX R.M  Factor Compresión/Flexotracción
Px-2365;DATA LUNA
Px-2366;QUEBRADA BLANCA
Px-2367;PRUEBA LA SERENA MICROSILICE
Px-2368;COMPARACIÓN ÁRIDOS LAS GARZAS-INCOFERRIQ-STA. LAURA-PSB
Px-2369;EMBALSE CHIRONTA
Px-237;HORMIGONES CEMENTO BLANCO + PIGMENTO BAYER AMARILLO Y CAFÉ – CONSTRUCTORA JARCO
Px-2370;HORMIGONES BOMBEADOS SIN USO ARENA CORRECTORA
Px-2371;HORMIGONES FLUIDOS TENSACOM
Px-2372;CONTINUA MEGAFRIO
Px-2373;FLUIDO G 352022+04
Px-2374;Evaluacion Shotcrete R3 10 MPA
Px-2375;COMPARACIÓN ADITIVOS MELÓN 4 - MX-1600 Y HP-450
Px-2376;EVALUACIÓN FLUIDO RESISTENCIA TEMPRANA R1
Px-2377;RECON ZERO EVO PARTE 3
Px-2378;HORMIGÓN PAVIMENTOS SERIE GP
Px-2379;ESTUDIO HORMIGONES CON AIRE INCORPORADO
Px-238;HORMIGON ALTA RESISTENCIA H60 – USO DE MICROSILICA
Px-2380;SEGUIMIENTO SHOTCRETE TÚNEL MELÓN
Px-2381;PERFORMANCE DE ÁRIDOS ALTERNATIVOS R.M
Px-2382;HN300902006-03 02 HIDRO PROBLEMA DE RETARDO
Px-2383;ALTERNATIVAS A GLENIUM 1303
Px-2384;OPTIMIZACIÓN HB100902010
Px-2385;EMBALSE PUNILLA VIII REGION
Px-2386;ESTUDIO PERMEABILIDAD GB250 P2 - PENETRON
Px-2387;SHOTCRETE PARA METRO
Px-2388;EVALUACION HORMIGONES CON FIBRA
Px-2389;CONTINUA LA SERENA
Px-239;SHOTCRETE RALCO
Px-2390;ÁRIDOS BUENA VISTA CAUQUENES
Px-2391;HORMIGONES CERTIFICADOS POR IDIEM
Px-2392;SUPER FLUIDO
Px-2393;HORMIGON BAJO AGUA COPIAPO
Px-2394;CONTINUA AEROPARQUE VOL 3
Px-2395;EVALUACION DEL EFECTO DE ARENAS FINAS
Px-2396;EVALUACIÓN DEL EFECTO DE T4 EN LA RESISTENCIA
Px-2397;FLUIDO 302018+04 SSP 03
Px-2398;SHOTCRETE MV CON CON
Px-2399;USO DE ESCORIA MOLYMET
Px-240;HORMIGON LIVIANO CON PERLITAS DE POLIESTILENO EXPANDIDO
Px-2400;EVALUACION HB450 A 7 DIAS
Px-2401;COMPARATIVO HP 13mm y 20mm
Px-2402;SHOTCRETE LOS ANGELES SH3009010F 02 FPR50 4
Px-2403;FLUIDIA 13 MM LOS ANGELES
Px-2404;TERMOMURO PUERTO MONTT
Px-2405;SHOTCRETE SOLETANCHE BACHY
Px-2406;HORMIGON GRAVILLA A LA VISTA ART P 3002008 CR
Px-2407;SHOTCRETE IDIEM
Px-2408;CONTROL CONTENIDO DE AIRE
Px-2409;USO DE GRAFENO EN EL HORMIGÓN
Px-241;HORMIGON GR35.0(90)20/12-07 03 CON MICROSILICA – APLICACIÓN EN ARAUCO PARA VIGAS POSTENSADAS DE PUENTE
Px-2410;FLUIDO 18 AJUSTADO EN PLANTA
Px-2411;Comparación Cristalizante Penetron VS Vandex
Px-2412;COMPARACIÓN PERLA ALTERNATIVA RM
Px-2413;FLUIDIA TERRA-TEST
Px-2414;PERFORMANCE DE ARIDOS CENTRO SUR
Px-2415;FLUIDO RESISTENCIA A 16 HORAS
Px-2416;CONTINUA SANTA RITA
Px-2417;EVALUACION DE PERMEABILIDAD
Px-2418;FLUIMIX VE 2513
Px-2419;FLUIDIA 20 MM LAS GARZAS
Px-242;HORMIGON TIPO RDC – DOSIS HOSTACRETE VARIABLE
Px-2420;FLUIDIA VALDIVIA
Px-2421;SHOTCRETE METRO LÍNEA 7
Px-2422;COMPARACIÓN ÁRIDOS VILLARRICA
Px-2423;CEMENTO INAR - GLENUIM V/S V-5100 PES
Px-2424;CONTINUA 3504010 CD EL PEÑON
Px-2425;FLUIMIX SAN ANTONIO-CON CON-LAS GARZAS
Px-2426;FLUIMIX LOS ANDES
Px-2427;COMPARACIÓN ACELERADOR SIKA v/s BASF
Px-2428;ESTUDIO DE ÁRIDOS ZONA SUR
Px-2429;FLUIDIA - FLUIMIX CARBONATO DE CALCIO LA SERENA
Px-243;COMPARACION CEMENTOS : MELON ESPECIAL SACOS v/s TENO ESPECIAL
Px-2430;HORMIGÓN CON CEMENTO BLANCO ADANA
Px-2431;HORMIGÓN COLOR PIGMENTOS BAYFERROX Y IOX
Px-2432;ESTUDIO PERMEABILIDAD AGUA 2018 - CON PENETRON
Px-2433;USO DE RELAVE EN HORMIGONES
Px-2434;FLUIDIA PILOTES TALCA (CEMENTO PLUS)
Px-2435;COMPARACIÓN ÁRIDOS LAS GARZAS vs ÁRIDOS CON CON
Px-2436;ESTUDIO PARA HOSPITAL DE MELIPILLA
Px-2437;ARENAS PARA FLUIMIX
Px-2438;COMPARACIÓN EXPANSIÓN ADITIVO DRY D1CC v/s SIKA CONTROL NS CaveCONEX - MAPEI _ Master Life SRA 150
Px-2439;ESCORIA NEGRA DE HIERRO GERDAU AZA
Px-244;MORTERO ALTA RESISTENCIA CON EXPANSOR
Px-2440;RESISTENCIA A EDAD TEMPRANA CEMENTO MELON EXTRA v/s PLUS
Px-2441;HORMIGONES FLUIDOS UC
Px-2442;COMPARACIÓN ÁRIDOS PSB
Px-2443;COMPARACION ARIDOS PSB v/s LONCO
Px-2444;ESTUDIO FLUIMIX ZONA NORTE
Px-2445;PERFORMANCE PSB - LO AGUIRRE
Px-2446;RETARDO DE FRAGUADO EN HORMIGONES
Px-2447;USO ELEVADO DE CENIZAS VOLANTES EN HORMIGON
Px-2448;CENIZA BIOMASA
Px-2449;OPTIMIZACIÓN GB050 VILLA ALEMANA
Px-245;VERIFICACION DE FRAGUADO A 20 HORAS – PRODUCTO HN25(90)20/08
Px-2450;INICIO Y TERMINO FRAGUADO GB250902010 V/S CONTINUA 3504010
Px-2451;FLUIMIX VE 4013 V/S FLUIMIX 3013
Px-2452;FLUIMIX ZONA SUR
Px-2453;ALTERNATIVAS HIPERPLASTIFICANTES SHOTCRETE METRO
Px-2454;COMPARACIÓN ÁRIDOS PSB ESPEJO v/s SAN MARTÍN
Px-2455;QUEBRADA BLANCA FASE 2 INSTALACIÓN PORTUARIA - LECHADA
Px-2456;CONTINUA AEROPUERTO A.M.B.
Px-2457;COMPARACION ARIDOS CHACABUCO v/s PSB
Px-2458;COMPARACIÓN CEMENTO INACESA ANTOFAGASTA - ARICA
Px-2459;EVALUACION FLUIDO CONO 18
Px-246;MORTEROS PEGAMIX REEMPLAZO DE CEMENTO POR PUZOLANA 
Px-2460;COMPARACION ARIDOS SANTA LAURA v/s PSB
Px-2461;GB500-R3 A EDAD TEMPRANA c/n ACELERANTE X-SEED100
Px-2462;EVALUACION HORMIGON c/n FIBRA DRAMIX
Px-2463;EVALUACION RETARDOS ADITIVO KRYTON
Px-2464;HORMIGONES LA LIGUA Z
Px-2465;HORMIGON PLANTA OVALLE
Px-2466;FLUIMIX R.M. AÑO 2022 ESTUDIO AGUA TRATADA SIENA
Px-2467;CONTINUA ANTOFAGASTA
Px-2468;ESTUDIO ADITIVO MPOLYHEED 854
Px-2469;CONTINUA NOVA FARMA
Px-247;COMPARACION SUPERPLASTIFICANTES : 3000FC, R-1000, F-9610, F-9611, EP-2300 Y PLASTIFIX-10 (ADICEM)
Px-2470;ESTUDIO DE HORMIGÓN ALTA RESISTENCIA ZONA NORTE
Px-2471;SHOTCRETE CHINA RAILWAY
Px-2472;RINOL MAS FI3D
Px-2473;ESTUDIO GRAVA SANTA LAURA ZONA NORTE RM
Px-2474;PROYECTO PUELCHE DOVELAS
Px-2475;EFECTO NANO CARBONATO DE CALCIO
Px-2476;COMPARACION DRY D1CC FINO Y NORMAL
Px-2477;TAMIZADO ÁRIDOS Y RESISTENCIA MECÁNICA 7 DÍAS
Px-2478;"CONTINUA ""EFECTOS DEL MEZCLADO ADITIVO DRY"" y TEMPERATURA AMBIENTE"
Px-2479;COMPARACIÓN ADITIVOS SUPERPLASTIFICANTES SIKA 200 v/s SIKAMENT PREMIX
Px-248;HORMIGONES CON CEMENTO INACESA ESPECIAL : SENSIBILIDAD DOSIS DE ADITIVO R-200
Px-2480;COMPARACION ADITIVOS INCORPORADOR DE AIRE SIKA AER v/s CROM POR 481
Px-2481;H70 TENIENTE
Px-2482;ESTUDIO DE ARIDOS CORDOVA v/s INCOFERRIC
Px-2483;DT VS ESTANDAR
Px-2484;ADITIVO X-SEED PARA TIEMPO FRIO Y EDAD TEMPRANA
Px-2485;ESTUDIO RESISTENCIA AL DESGASTE CALAMA-CODELCO CHUQUICAMATA
Px-2486;COMERCIALIZACION PRODUCTOS POR MADUREZ (MM)
Px-2487;SENSIBILIDAD ADITIVOS CON CEMENTOS MELÓN
Px-2488;CONTINUA TEMUCO
Px-2489;IMPERMEABILIZANTE HIDROFOBICO
Px-249;RESISTENCIA ANTES DE 24 HORAS – PRODUCTO HB30.0(85)40/12 CEMENTO ESPECIAL Y EXTRA
Px-2490;ADITIVOS PARA CONTROL DE REACCION ALCALI AGREGADO
Px-2491;COMPARACION EFECTO SACO CEMENTO HIDROSOLUBLE
Px-2492;CURVA RESISTENCIA CEMENTO BIO-BIO TENO AR
Px-2493;RECUPERACION DE CONO PARA PRODUCTO GR300902004 4A NJ
Px-2494;HORMIGON CON INHIBIDOR DE CORROSION MCI
Px-2495;CONTINUA C.D. LA POLAR
Px-2496;QB2 - GB45901318 F1S2P1C1 - GRAVILLA 13 mm RAMIREZ
Px-2497;HORMIGON CON FIBRA ESTRUCTURAL PARA REEMPLAZO ARMADURA EN MUROS
Px-2498;EFECTO PENETRON EN TIEMPO DE FRAGUADO - RESIST. TEMPRANA
Px-2499;EFECTO ADITIVO INHIBIDOR RECOVER v/s PROTOTIPOS SIKA ST-1 y NG
Px-250;VERIFICACION RENDIMIENTO PRODUCTO HN25.0(90)40/06 PLANTA PEÑALOLEN – ACELERANTE
Px-2500;SHOTCRETE TRABAJABILIDAD 10 HORAS
Px-2501;FLUIDO TALCA
Px-2502;HORMIGON LIVIANO DENSIDAD 800 - 1000
Px-2503;FLUIMIX ALTERNATIVO CON CEMENTO PLUS
Px-2504;VISCOCRETE MR2
Px-2505;SHOTCRETE OSORNO
Px-2506;LOSETA TENSACON SACYR UC
Px-2507;ADITIVOS CAVE EUCON 610 Y PLASTOL 1000
Px-2508;CONCRENE - GRAFENO UK
Px-2509;REEMPLAZO DE ARENA CORRECTORA
Px-251;RDC – INCORPORACION ARENA BELFI
Px-2510;COMPARACION ADITIVO IC-3 MEJORADO
Px-2511;ESTUDIO ADITIVO SIKACONTROL-HO COMPENSADOR RETRACCION
Px-2512;FLUIMIX EXTRA CLINQUER IMPORTADO
Px-2513;CONTINUA MEGACENTRO ENEA
Px-2514;SENSIBILIDAD ADITIVO  V/S T4
Px-2515;ADITIVO H-1 SIKA ALTERNATIVA A MX-1600
Px-2516;FLUIDO CARBONATO DE CALCIO
Px-2517;DOVELAS SAN GABRIEL H90
Px-2518;CONTINUA AGRO SUPER
Px-2519;CONTROL RUTINARIO FLUIMIX
Px-252;HORMIGONES H40 INELA – CRUZ TERCER MILENIO – ARIDOS PLANTA SERENA
Px-2520;ARIDOS SOMAFE v/s INCOFPROVIL
Px-2521;CONTROL MIX
Px-2522;SENSIBILIDAD DOSIS ADITIVO RETARDADOR
Px-2523;ARIDOS PSB V/S AVO
Px-2524;VISITA CLIENTE
Px-2525;SHOTCRETE USO ARIDOS AVO
Px-2526;CABO LEONES II
Px-2527;ESTUDIO GRAFENO - GRAPHENANO
Px-2528;VEREDAS ANTIVANDALISMO
Px-2529;IMPACTO EN LA RESISTENCIA LA SECUENCIA DE CARGUÍO DEL ADITIVO
Px-253;SHOTCRETE : INICIO DE FRAGUADO
Px-2530;ECOMUNDO
Px-2531;PROTOTIPO SIKA F68
Px-2532;MORTERO AUTOCOMPACTANTE (Agilia Screed)
Px-2533;Mortero Relleno Arica : Colchones Geotextiles ( Hidrotex )
Px-2534;FLUIDIA COLOR
Px-2535;ESPERANZA V/S PURAPEL
Px-2536;HORMIGON POROSO
Px-2537;HORMIGÓN COLOR INCRETE
Px-2538;FLUIDIA ABERTIS
Px-2539;Permeabilidad proyecto AD
Px-254;ESTUDIO PRODUCTO PEGAMIX – PLANTA CONCEPCION
Px-2540;HORMIGONES DE PRUEBA RM
Px-2541;COMPARACION DE PIGMENTOS
Px-2542;Autocompactante Alta Conductividad Termica
Px-2543;CONTINUA PLANTA HELA
Px-2544;MADUREZ VIAMIX 2504010 TUF3.5 02 LOS ANGELES
Px-2545;PERFORMANCE ARIDOS ZONA SUR
Px-2546;LECHADA ACO60
Px-2547;PERFORMANCE ARIDOS ZONA NORTE 
Px-2548;FLUIDIA  ARAUCO
Px-2549;POWERMIX
Px-255;EFECTO DEL ARIDO RODADO EN LA RESISTENCIA MECANICA DEL HORMIGON: COMPRESION Y FLEXION
